"0","attach(vehicles_tr)"
"0","lg_model2=glm(Buy ~ avgloss,family = ""quasibinomial"",na.action=na.omit,control = list(maxit = 50))"
"0","detach(vehicles_tr)"
"0","summary(lg_model2)"
"1","
Call:
"
"1",""
"1","glm(formula = Buy ~ avgloss, family = ""quasibinomial"", na.action = na.omit, 
    control = list(maxit = 50))"
"1",""
"1","

"
"1","Deviance Residuals: 
"
"1","       Min  "
"1","        1Q  "
"1","    Median  "
"1","        3Q  "
"1","       Max  "
"1","
"
"1","-1.211e-05  "
"1","-2.110e-08  "
"1","-2.110e-08  "
"1","-2.110e-08  "
"1"," 1.167e-05  "
"1","
"
"1","
Coefficients:
"
"1","           "
"1","   Estimate"
"1"," Std. Error"
"1"," t value"
"1"," Pr(>|t|)"
"1","    "
"1","
(Intercept)"
"1"," 1799.71830"
"1","    8.93924"
"1","   201.3"
"1","   <2e-16"
"1"," ***"
"1","
avgloss    "
"1","  -18.09483"
"1","    0.08983"
"1","  -201.4"
"1","   <2e-16"
"1"," ***"
"1","
"
"1","---
Signif. codes:  "
"1",""
"1","0 ‘***’ 0.001 ‘**’ 0.01 ‘*’ 0.05 ‘.’ 0.1 ‘ ’ 1"
"1","
"
"1","
(Dispersion parameter for "
"1",""
"1","quasibinomial"
"1",""
"1"," family taken to be "
"1",""
"1","5.177903e-12"
"1",""
"1",")

"
"1",""
"1","    Null deviance: 8.0283e+01  on 74  degrees of freedom
"
"1",""
"1","Residual deviance: 2.8305e-10  on 73  degrees of freedom
"
"1","AIC: "
"1",""
"1","NA"
"1",""
"1","

"
"1",""
"1","Number of Fisher Scoring iterations: "
"1",""
"1","30"
"1",""
"1","
"
"1","
"
